#Experiment,Perturbations,PerturbationLevels,Treatment,DeletedGenes,OverexpressedGenes,Time,Repeat
38,"P7,P6","0.20,0.20",NA,NA,NA,NA,2
38,P7,0.2,NA,NA,NA,NA,1
38,P7,0.2,NA,NA,NA,NA,2
38,"P7,P6","0.40,0.40",NA,NA,NA,NA,1
38,"P7,P6","0.40,0.40",NA,NA,NA,NA,2
38,P7,0.4,NA,NA,NA,NA,1
38,P7,0.4,NA,NA,NA,NA,2
38,"P7,P6","0.60,0.60",NA,NA,NA,NA,1
38,"P7,P6","0.60,0.60",NA,NA,NA,NA,2
38,P7,0.6,NA,NA,NA,NA,1
38,P7,0.6,NA,NA,NA,NA,2
38,"P7,P6","0.80,0.80",NA,NA,NA,NA,1
38,"P7,P6","0.80,0.80",NA,NA,NA,NA,2
38,P7,0.8,NA,NA,NA,NA,1
38,P7,0.8,NA,NA,NA,NA,2
38,"P7,P6","1.00,1.00",NA,NA,NA,NA,1
38,"P7,P6","1.00,1.00",NA,NA,NA,NA,2
38,P7,1,NA,NA,NA,NA,1
38,P7,1,NA,NA,NA,NA,2
39,NA,NA,NA,NA,NA,NA,1
39,NA,NA,NA,NA,NA,NA,2
39,P8,NA,NA,NA,NA,NA,1
39,P8,NA,NA,NA,NA,NA,2
39,P9,NA,NA,NA,NA,NA,1
39,P9,NA,NA,NA,NA,NA,2
40,P10,0.13,NA,NA,NA,NA,1
40,P10,0.13,NA,NA,NA,NA,2
40,P10,0.13,NA,NA,NA,NA,3
40,P10,0.25,NA,NA,NA,NA,1
40,P10,0.25,NA,NA,NA,NA,2
40,P10,0.25,NA,NA,NA,NA,3
40,P10,0.5,NA,NA,NA,NA,1
40,P10,0.5,NA,NA,NA,NA,2
40,P10,0.5,NA,NA,NA,NA,3
40,P10,1,NA,NA,NA,NA,1
40,P10,1,NA,NA,NA,NA,2
40,P10,1,NA,NA,NA,NA,3
41,NA,NA,NA,NA,NA,NA,1
41,NA,NA,NA,NA,NA,NA,2
41,NA,NA,NA,NA,NA,NA,3
41,P11,NA,NA,NA,NA,NA,1
41,P11,NA,NA,NA,NA,NA,2
41,P11,NA,NA,NA,NA,NA,3
42,NA,NA,NA,NA,NA,NA,1
42,NA,NA,NA,NA,NA,NA,2
42,NA,NA,NA,NA,NA,NA,3
42,P5,NA,NA,NA,NA,NA,1
42,P5,NA,NA,NA,NA,NA,2
42,P5,NA,NA,NA,NA,NA,3
43,NA,NA,NA,NA,NA,NA,1
43,NA,NA,NA,NA,NA,NA,2
43,P12,0.4,NA,NA,NA,NA,1
43,P12,0.4,NA,NA,NA,NA,2
43,P13,1,NA,NA,NA,NA,1
43,P13,1,NA,NA,NA,NA,2
43,"P13,P12","1.00,1.00",NA,NA,NA,NA,1
43,"P13,P12","1.00,1.00",NA,NA,NA,NA,2
44,NA,NA,NA,NA,NA,NA,1
44,NA,NA,NA,NA,NA,NA,2
44,NA,NA,NA,NA,NA,NA,3
44,P14,1,NA,NA,NA,NA,1
44,P14,1,NA,NA,NA,NA,2
44,P14,1,NA,NA,NA,NA,3
45,NA,NA,NA,NA,NA,NA,1
45,NA,NA,NA,NA,NA,NA,2
45,NA,NA,NA,NA,NA,NA,3
45,P11,NA,NA,NA,NA,NA,1
45,P11,NA,NA,NA,NA,NA,2
45,P11,NA,NA,NA,NA,NA,3
46,P2,NA,NA,NA,NA,NA,1
46,P2,NA,NA,NA,NA,NA,2
46,NA,NA,NA,NA,NA,NA,1
46,NA,NA,NA,NA,NA,NA,2
47,NA,NA,NA,NA,NA,0,1
47,NA,NA,NA,NA,NA,1,1
47,NA,NA,NA,NA,NA,2,1
47,NA,NA,NA,NA,NA,4,1
47,P15,1,NA,NA,NA,1,1
47,P15,1,NA,NA,NA,2,1
47,P15,1,NA,NA,NA,4,1
47,P12,1,NA,NA,NA,1,1
47,P12,1,NA,NA,NA,2,1
47,P12,1,NA,NA,NA,4,1
47,P16,1,NA,NA,NA,4,1
47,P16,1,NA,NA,NA,10,1
47,P16,1,NA,NA,NA,16,1
47,P17,1,NA,NA,NA,10,1
48,NA,NA,NA,NA,NA,0,1
48,NA,NA,NA,NA,NA,0,2
48,NA,NA,NA,NA,NA,0.17,1
48,NA,NA,NA,NA,NA,0.33,1
48,NA,NA,NA,NA,NA,0.5,1
48,NA,NA,NA,NA,NA,0.67,1
48,NA,NA,NA,NA,NA,1,1
48,NA,NA,NA,NA,NA,1.33,1
48,NA,NA,NA,NA,NA,1.67,1
48,NA,NA,NA,NA,NA,2,1
48,P18,NA,NA,NA,NA,0,1
48,P18,NA,NA,NA,NA,0,2
48,P18,NA,NA,NA,NA,0.17,1
48,P18,NA,NA,NA,NA,0.33,1
48,P18,NA,NA,NA,NA,0.5,1
48,P18,NA,NA,NA,NA,0.67,1
48,P18,NA,NA,NA,NA,1,1
48,P18,NA,NA,NA,NA,1.33,1
48,P18,NA,NA,NA,NA,1.67,1
48,P18,NA,NA,NA,NA,2,1
49,NA,NA,NA,NA,NA,0,1
49,NA,NA,NA,NA,NA,0.13,1
49,NA,NA,NA,NA,NA,0.27,1
49,NA,NA,NA,NA,NA,0.4,1
49,NA,NA,NA,NA,NA,0.53,1
49,NA,NA,NA,NA,NA,0.67,1
49,NA,NA,NA,NA,NA,0.8,1
49,NA,NA,NA,NA,NA,0.93,1
49,NA,NA,NA,NA,NA,1.07,1
49,NA,NA,NA,NA,NA,1.2,1
49,NA,NA,NA,NA,NA,1.33,1
49,P19,NA,NA,NA,NA,1.47,1
49,P19,NA,NA,NA,NA,1.6,1
49,P19,NA,NA,NA,NA,1.73,1
49,P19,NA,NA,NA,NA,1.87,1
49,P19,NA,NA,NA,NA,2,1
49,P19,NA,NA,NA,NA,2.13,1
49,P19,NA,NA,NA,NA,2.27,1
49,P19,NA,NA,NA,NA,2.4,1
49,P19,NA,NA,NA,NA,2.53,1
49,P19,NA,NA,NA,NA,2.67,1
49,P19,NA,NA,NA,NA,2.8,1
49,P19,NA,NA,NA,NA,2.93,1
49,P19,NA,NA,NA,NA,3.07,1
49,P19,NA,NA,NA,NA,3.2,1
49,P19,NA,NA,NA,NA,3.33,1
49,P19,NA,NA,NA,NA,3.47,1
49,P19,NA,NA,NA,NA,3.6,1
49,P19,NA,NA,NA,NA,3.73,1
49,P19,NA,NA,NA,NA,3.87,1
49,P19,NA,NA,NA,NA,4,1
49,P19,NA,NA,NA,NA,4.13,1
49,P19,NA,NA,NA,NA,4.27,1
49,P19,NA,NA,NA,NA,4.4,1
49,P19,NA,NA,NA,NA,4.53,1
49,P19,NA,NA,NA,NA,4.67,1
49,P19,NA,NA,NA,NA,4.8,1
49,P19,NA,NA,NA,NA,4.93,1
49,P19,NA,NA,NA,NA,5.07,1
49,P19,NA,NA,NA,NA,5.2,1
49,P19,NA,NA,NA,NA,5.33,1
49,P19,NA,NA,NA,NA,5.47,1
49,P19,NA,NA,NA,NA,5.6,1
49,P19,NA,NA,NA,NA,5.73,1
49,P19,NA,NA,NA,NA,5.87,1
49,P19,NA,NA,NA,NA,6,1
49,P19,NA,NA,NA,NA,6.13,1
49,P19,NA,NA,NA,NA,6.27,1
50,NA,NA,NA,NA,NA,0,1
50,NA,NA,NA,NA,NA,0,2
50,P20,NA,NA,NA,NA,1,1
50,P20,NA,NA,NA,NA,1.5,1
50,P21,NA,NA,NA,NA,1,1
50,P21,NA,NA,NA,NA,1.5,1
50,P22,NA,NA,NA,NA,0.5,1
50,P22,NA,NA,NA,NA,1,1
50,P22,NA,NA,NA,NA,1.5,1
50,P22,NA,NA,NA,NA,3,1
50,"P20,P22",NA,NA,NA,NA,0.5,1
50,"P20,P22",NA,NA,NA,NA,1,1
50,"P20,P22",NA,NA,NA,NA,1.5,1
50,"P20,P22",NA,NA,NA,NA,3,1
50,"P20,P23",NA,NA,NA,NA,0.5,1
50,"P20,P23",NA,NA,NA,NA,1.5,1
50,"P21,P22",NA,NA,NA,NA,0.5,1
50,"P21,P22",NA,NA,NA,NA,1,1
50,"P21,P22",NA,NA,NA,NA,1.5,1
50,"P21,P22",NA,NA,NA,NA,3,1
50,"P21,P23",NA,NA,NA,NA,0.5,1
50,"P21,P23",NA,NA,NA,NA,1.5,1
51,NA,NA,NA,NA,NA,0,1
51,NA,NA,NA,NA,NA,0,2
51,NA,NA,NA,NA,NA,0.17,1
51,NA,NA,NA,NA,NA,0.33,1
51,NA,NA,NA,NA,NA,0.5,1
51,NA,NA,NA,NA,NA,0.67,1
51,NA,NA,NA,NA,NA,1,1
51,P24,NA,NA,NA,NA,0,1
51,P24,NA,NA,NA,NA,0,2
51,P24,NA,NA,NA,NA,0.17,1
51,P24,NA,NA,NA,NA,0.33,1
51,P24,NA,NA,NA,NA,0.5,1
51,P24,NA,NA,NA,NA,0.67,1
51,P24,NA,NA,NA,NA,1,1
51,P24,NA,NA,NA,NA,1.33,1
51,P24,NA,NA,NA,NA,1.67,1
51,P24,NA,NA,NA,NA,2,1
52,NA,NA,NA,NA,NA,NA,1
52,NA,NA,NA,NA,NA,NA,2
52,NA,NA,NA,NA,NA,NA,3
52,NA,NA,NA,G224,NA,NA,1
52,NA,NA,NA,G224,NA,NA,2
52,NA,NA,NA,G224,NA,NA,3
53,NA,NA,NA,NA,NA,NA,1
53,NA,NA,NA,NA,NA,NA,2
53,NA,NA,NA,NA,NA,NA,3
53,NA,NA,NA,G5874,NA,NA,1
53,NA,NA,NA,G5874,NA,NA,2
53,NA,NA,NA,G5874,NA,NA,3
53,NA,NA,NA,G606,NA,NA,1
53,NA,NA,NA,G606,NA,NA,2
53,NA,NA,NA,G606,NA,NA,3
53,NA,NA,NA,G2084,NA,NA,1
53,NA,NA,NA,G2084,NA,NA,2
53,NA,NA,NA,G2084,NA,NA,3
54,NA,NA,NA,NA,NA,NA,1
54,NA,NA,NA,NA,NA,NA,2
54,NA,NA,NA,G5183,NA,NA,1
54,NA,NA,NA,G5183,NA,NA,2
54,NA,NA,NA,G5183,NA,NA,3
54,NA,NA,NA,"G4338,G5183",NA,NA,1
54,NA,NA,NA,"G4338,G5183",NA,NA,2
54,NA,NA,NA,"G4338,G5183",NA,NA,3
55,NA,NA,NA,G4140,NA,NA,1
55,NA,NA,NA,G4140,NA,NA,2
55,NA,NA,NA,G4140,NA,NA,3
56,NA,NA,NA,G4140,NA,NA,1
56,NA,NA,NA,G4140,NA,NA,2
56,NA,NA,NA,G4140,NA,NA,3
56,NA,NA,NA,G4140,NA,NA,4
57,NA,NA,NA,NA,NA,0,1
57,NA,NA,NA,NA,NA,0,2
57,NA,NA,NA,NA,NA,0,3
57,NA,NA,NA,NA,NA,0.67,1
57,NA,NA,NA,NA,NA,0.67,2
57,NA,NA,NA,NA,NA,0.67,3
57,NA,NA,NA,G191,NA,0,1
57,NA,NA,NA,G191,NA,0,2
57,NA,NA,NA,G191,NA,0,3
57,NA,NA,NA,G191,NA,0.67,1
57,NA,NA,NA,G191,NA,0.67,2
57,NA,NA,NA,G191,NA,0.67,3
57,NA,NA,NA,G318,NA,0,1
57,NA,NA,NA,G318,NA,0,2
57,NA,NA,NA,G318,NA,0,3
57,NA,NA,NA,G318,NA,0.67,1
57,NA,NA,NA,G318,NA,0.67,2
57,NA,NA,NA,G318,NA,0.67,3
57,NA,NA,NA,"G191,G318",NA,0,1
57,NA,NA,NA,"G191,G318",NA,0,2
57,NA,NA,NA,"G191,G318",NA,0,3
57,NA,NA,NA,"G191,G318",NA,0.67,1
57,NA,NA,NA,"G191,G318",NA,0.67,2
57,NA,NA,NA,"G191,G318",NA,0.67,3
58,NA,NA,NA,NA,NA,1,1
58,NA,NA,NA,NA,NA,1.27,1
58,NA,NA,NA,NA,NA,1.53,1
58,NA,NA,NA,NA,NA,1.8,1
58,NA,NA,NA,NA,NA,2.07,1
58,NA,NA,NA,NA,NA,2.33,1
58,NA,NA,NA,NA,NA,2.6,1
58,NA,NA,NA,NA,NA,2.87,1
58,NA,NA,NA,NA,NA,3.13,1
58,NA,NA,NA,NA,NA,3.4,1
58,NA,NA,NA,NA,NA,3.67,1
58,NA,NA,NA,NA,NA,3.93,1
58,NA,NA,NA,NA,NA,4.2,1
58,NA,NA,NA,NA,NA,4.47,1
58,NA,NA,NA,NA,NA,4.73,1
58,NA,NA,NA,NA,NA,5,1
58,NA,NA,NA,NA,NA,5.27,1
58,NA,NA,NA,NA,NA,5.53,1
58,NA,NA,NA,NA,NA,5.8,1
58,NA,NA,NA,NA,NA,6.07,1
58,NA,NA,NA,NA,NA,6.33,1
58,NA,NA,NA,NA,NA,6.6,1
58,NA,NA,NA,NA,NA,6.87,1
58,NA,NA,NA,NA,NA,7.13,1
58,NA,NA,NA,NA,NA,7.4,1
58,NA,NA,NA,NA,NA,7.67,1
58,NA,NA,NA,NA,NA,7.93,1
58,NA,NA,NA,NA,NA,8.2,1
58,NA,NA,NA,NA,NA,8.47,1
58,NA,NA,NA,NA,NA,8.73,1
58,NA,NA,NA,G3606,NA,1,1
58,NA,NA,NA,G3606,NA,1.27,1
58,NA,NA,NA,G3606,NA,1.53,1
58,NA,NA,NA,G3606,NA,1.8,1
58,NA,NA,NA,G3606,NA,2.07,1
58,NA,NA,NA,G3606,NA,2.33,1
58,NA,NA,NA,G3606,NA,2.6,1
58,NA,NA,NA,G3606,NA,2.87,1
58,NA,NA,NA,G3606,NA,3.13,1
58,NA,NA,NA,G3606,NA,3.4,1
58,NA,NA,NA,G3606,NA,3.67,1
58,NA,NA,NA,G3606,NA,3.93,1
58,NA,NA,NA,G3606,NA,4.2,1
58,NA,NA,NA,G3606,NA,4.47,1
58,NA,NA,NA,G3606,NA,4.73,1
58,NA,NA,NA,G3606,NA,5,1
58,NA,NA,NA,G3606,NA,5.27,1
58,NA,NA,NA,G3606,NA,5.53,1
58,NA,NA,NA,G3606,NA,5.8,1
58,NA,NA,NA,G3606,NA,6.07,1
58,NA,NA,NA,G3606,NA,6.33,1
58,NA,NA,NA,G3606,NA,6.6,1
58,NA,NA,NA,G3606,NA,6.87,1
58,NA,NA,NA,G3606,NA,7.13,1
58,NA,NA,NA,G3606,NA,7.4,1
58,NA,NA,NA,G3606,NA,7.67,1
58,NA,NA,NA,G3606,NA,7.93,1
58,NA,NA,NA,G3606,NA,8.2,1
58,NA,NA,NA,G3606,NA,8.47,1
58,NA,NA,NA,G3606,NA,8.73,1
59,P25,NA,NA,NA,NA,0,1
59,P25,NA,NA,NA,NA,0,2
59,P25,NA,NA,NA,NA,0.5,1
59,P25,NA,NA,NA,NA,0.5,2
59,P25,NA,NA,NA,NA,1,1
59,P25,NA,NA,NA,NA,1,2
59,P25,NA,NA,NA,NA,2,1
59,P25,NA,NA,NA,NA,2,2
59,P25,NA,NA,G241,NA,0,1
59,P25,NA,NA,G241,NA,0,2
59,P25,NA,NA,G241,NA,0.5,1
59,P25,NA,NA,G241,NA,1,1
59,P25,NA,NA,G241,NA,1,2
59,P25,NA,NA,G241,NA,2,1
59,P25,NA,NA,G241,NA,2,2
59,P25,NA,NA,G3827,NA,0,1
59,P25,NA,NA,G3827,NA,0,2
59,P25,NA,NA,G3827,NA,1,1
59,P25,NA,NA,G3827,NA,1,2
59,P25,NA,NA,G3827,NA,2,1
59,P25,NA,NA,G3827,NA,2,2
59,P25,NA,NA,G4730,NA,0,1
59,P25,NA,NA,G4730,NA,0,2
59,P25,NA,NA,G4730,NA,1,1
59,P25,NA,NA,G4730,NA,1,2
59,P25,NA,NA,G4730,NA,2,1
59,P25,NA,NA,G4730,NA,2,2
59,P25,NA,NA,G59,NA,0,1
59,P25,NA,NA,G59,NA,0,2
59,P25,NA,NA,G59,NA,0.5,1
59,P25,NA,NA,G59,NA,0.5,2
59,P25,NA,NA,G59,NA,1,1
59,P25,NA,NA,G59,NA,1,2
59,P25,NA,NA,G59,NA,2,1
59,P25,NA,NA,G59,NA,2,2
59,P25,NA,NA,"G59,G3827",NA,0,1
59,P25,NA,NA,"G59,G3827",NA,0,2
59,P25,NA,NA,"G59,G3827",NA,1,1
59,P25,NA,NA,"G59,G3827",NA,1,2
59,P25,NA,NA,"G59,G3827",NA,2,1
59,P25,NA,NA,"G59,G3827",NA,2,2
